goodsSn,상품명,정가,판매가,브랜드,대분류,중분류,배송유형,배송료,배송기간,사다리차_비용규정,직접운반_규정,현장설치_추가작업비,교환반품_배송비,교환반품_신청기간_조건,옵션목록,옵션별가격,썸네일URL,상품URL
P200198883,플리츠 2시트 w3000 세미에닐린 가죽 소파 (4인용),6300000,,리바트 마이스터 컬렉션,마이스터 컬렉션,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),기존 상품에 추가 연결/설치 시 현장 작업비용 별도 발생,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),,,https://static.hyundailivart.co.kr/upload_mall/goods/P200198883/GM43987294_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200198883
P200198484,세렌 2시트 w3100 패브릭 소파 일반형(4인용),3090000,,리바트 마이스터 컬렉션,마이스터 컬렉션,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),기존 상품에 추가 연결/설치 시 현장 작업비용 별도 발생,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),,,https://static.hyundailivart.co.kr/upload_mall/goods/P200198484/GM43950868_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200198484
P200198241,세렌 2시트 w3520 패브릭 소파 카우치형(4인용),3480000,,리바트 마이스터 컬렉션,마이스터 컬렉션,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),기존 상품에 추가 연결/설치 시 현장 작업비용 별도 발생,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),,,https://static.hyundailivart.co.kr/upload_mall/goods/P200198241/GM43942574_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200198241
P200189315,프레지던스 1시트 w1065 패브릭 소파 Ⅰ 등받이 일체형(1인용),1340000,,리바트 마이스터 컬렉션,소파,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),더유닛/모듈 소파 추가 연결 시 끝쪽 1.6만원 / 중간 일반형 2.2만원 / 리클라이너형 2.7만원 현장 작업비,"38,000원 (1인/오토만) ~ 76,000원 (4인 이상 소파)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),그린 (오션 그린) | 베이지 (오션 리지 그레이 샌드),"프레지던스 1인 패브릭 소파 Ⅰ 등받이 일체형 베이지: 1,340,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P200189315/GM43678036_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200189315
P200187605,[클리어런스] 그래비티 3시트 w2805 가죽 소파(4인용),17410001262500,27,리바트,소파,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),더유닛/모듈 소파 추가 연결 시 끝쪽 1.6만원 / 중간 일반형 2.2만원 / 리클라이너형 2.7만원 현장 작업비,"38,000원 (1인/오토만) ~ 76,000원 (4인 이상 소파)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),샌디베이지(웜그레이) | 카멜,"그래비티 소파 천연가죽 4인 웜그레이: 1,329,000원 | 그래비티 소파 천연가죽 4인 카멜: 1,329,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P200187605/GM43615079_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200187605
P200187602,[클리어런스] 코트니 2시트 w2120 가죽 소파(3인용),1271000897700,29,리바트,소파,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),더유닛/모듈 소파 추가 연결 시 끝쪽 1.6만원 / 중간 일반형 2.2만원 / 리클라이너형 2.7만원 현장 작업비,"38,000원 (1인/오토만) ~ 76,000원 (4인 이상 소파)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),웜그레이 | 카멜,"코트니 소파 천연가죽 3인 웜그레이: 945,000원 | 코트니 소파 천연가죽 3인 카멜: 945,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P200187602/GM43616190_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200187602
P200187908,[클리어런스] 네오 뉴탐 1시트 w760 패브릭 소파(1인용),365000291600,20,리바트,소파,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),더유닛/모듈 소파 추가 연결 시 끝쪽 1.6만원 / 중간 일반형 2.2만원 / 리클라이너형 2.7만원 현장 작업비,"38,000원 (1인/오토만) ~ 76,000원 (4인 이상 소파)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),그레이+내추럴 | 그레이+빈티지 월넛 | 딥그린+내추럴 | 딥그린+빈티지 월넛 | 딥블루+내추럴 | 딥블루+빈티지 월넛 | 베이지+내추럴 | 베이지+빈티지 월넛 | 핑크+내추럴 | 핑크+빈티지 월넛,"네오뉴탐 소파 패브릭 1인 일반형 딥그린 내추럴: 307,000원 | 네오 뉴탐 1인 패브릭 소파 내추럴 딥블루: 307,000원 | 네오뉴탐 소파 패브릭 1인 일반형 그레이 내추럴: 307,000원 | 네오 뉴탐 1인 패브릭 소파 내추럴 핑크: 307,000원 | 네오뉴탐 소파 패브릭 1인 일반형 베이지 내추럴: 307,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P200187908/GM43638580_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200187908
P200195308,카모아 3시트 w2950 패브릭 슬라이딩 리클라이너 소파(4인용),28900002745000,5,리바트,소파,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),더유닛/모듈 소파 추가 연결 시 끝쪽 1.6만원 / 중간 일반형 2.2만원 / 리클라이너형 2.7만원 현장 작업비,"38,000원 (1인/오토만) ~ 76,000원 (4인 이상 소파)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),,,https://static.hyundailivart.co.kr/upload_mall/goods/P200195308/GM43830148_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200195308
P200092739,[클리어런스] 로데 2시트 w1970 패브릭 소파(3인용),585000448400,23,리바트,소파,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),더유닛/모듈 소파 추가 연결 시 끝쪽 1.6만원 / 중간 일반형 2.2만원 / 리클라이너형 2.7만원 현장 작업비,"38,000원 (1인/오토만) ~ 76,000원 (4인 이상 소파)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),오션리지그레이샌드 | 윌러스그레이,"[아울렛] 한정수량★로데 3인 패브릭 소파_오션리지그레이샌드: 472,000원 | [아울렛] 한정수량★로데 3인 패브릭 소파_월러스그레이: 472,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P200092739/GM41924557_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200092739
P200184737,[클리어런스] 마카다미아 3시트 w3380 패브릭 소파 카우치형(4인용),16680001167500,30,리바트,소파,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),더유닛/모듈 소파 추가 연결 시 끝쪽 1.6만원 / 중간 일반형 2.2만원 / 리클라이너형 2.7만원 현장 작업비,"38,000원 (1인/오토만) ~ 76,000원 (4인 이상 소파)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),우형 | 좌형 | 시 트랜치 소프트 샌드 | 오션 리지 그레이 샌드,"마카다미아 소파 패브릭 4인 와이드 카우치 좌형 시 트랜치 소프트 샌드: 1,229,000원 | 마카다미아 소파 패브릭 4인 와이드 카우치 좌형 오션 리지 그레이 샌드: 1,229,000원 | 마카다미아 소파 패브릭 4인 와이드 카우치 우형 시 트랜치 소프트 샌드: 1,229,000원 | 마카다미아 소파 패브릭 4인 와이드 카우치 우형 오션 리지 그레이 샌",https://static.hyundailivart.co.kr/upload_mall/goods/P200184737/GM43544343_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200184737
P200183507,[클리어런스] 스모어 3시트 w2800 패브릭 소파(4인용),1134000845500,25,리바트,소파,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),더유닛/모듈 소파 추가 연결 시 끝쪽 1.6만원 / 중간 일반형 2.2만원 / 리클라이너형 2.7만원 현장 작업비,"38,000원 (1인/오토만) ~ 76,000원 (4인 이상 소파)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),소프트그레이 | 크림바닐라,"스모어 소파 패브릭 4인 크림바닐라: 890,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P200183507/GM43531685_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200183507
P200134639,[클리어런스] 오브니 3시트 w2950 패브릭 소파 와이드형(4인용),16780001450600,14,리바트,소파,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),더유닛/모듈 소파 추가 연결 시 끝쪽 1.6만원 / 중간 일반형 2.2만원 / 리클라이너형 2.7만원 현장 작업비,"38,000원 (1인/오토만) ~ 76,000원 (4인 이상 소파)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),,,https://static.hyundailivart.co.kr/upload_mall/goods/P200134639/GM43588581_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200134639
P100034403,브루트 3시트 w2600 가죽 소파(4인용),16980001545000,9,리바트,소파,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),더유닛/모듈 소파 추가 연결 시 끝쪽 1.6만원 / 중간 일반형 2.2만원 / 리클라이너형 2.7만원 현장 작업비,"38,000원 (1인/오토만) ~ 76,000원 (4인 이상 소파)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),스톤피시 브라운_추가 입고 없음 | 오션 리지 그레이 샌드 | 윌러스 그레이 | 프릴드 샤크 그레이,"브루트 4인 가죽소파 (2색 중 택1) - 베이지 : 1,545,000원 | 브루트 4인 가죽소파 (2색 중 택1) - 그레이 : 1,545,000원 | 브루트 소파 천연가죽 4인 소파 프릴드 샤크 그레이: 1,545,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P100034403/GM41153853_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P100034403
P200202912,카모아 3시트 w2950 가죽 슬라이딩 리클라이너 소파(4인용),39900003790000,5,리바트,소파,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),더유닛/모듈 소파 추가 연결 시 끝쪽 1.6만원 / 중간 일반형 2.2만원 / 리클라이너형 2.7만원 현장 작업비,"38,000원 (1인/오토만) ~ 76,000원 (4인 이상 소파)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),맹그로브 스내퍼블루(라이트 블루) | 선라이즈 버터옐로우(라이트 옐로우) | 시 트렌치 소프트 샌드(아이보리),"카모아 소파 천연가죽 리클라이너형 4인 시트렌치 소프트 샌드: 3,790,000원 | 카모아 소파 천연가죽 리클라이너형 4인 선라이즈 버터옐로우: 3,790,000원 | 카모아 소파 천연가죽 리클라이너형 4인 맹그로브 스내퍼블루: 3,790,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P200202912/GM44077373_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200202912
P200184736,[클리어런스] 마카다미아 2시트 w2480 패브릭 소파 카우치형(3인용),1217000850200,30,리바트,소파,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),더유닛/모듈 소파 추가 연결 시 끝쪽 1.6만원 / 중간 일반형 2.2만원 / 리클라이너형 2.7만원 현장 작업비,"38,000원 (1인/오토만) ~ 76,000원 (4인 이상 소파)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),우형 | 좌형 | 시 트랜치 소프트 샌드 | 오션 리지 그레이 샌드,"마카다미아 3인 패브릭 소파 카우치형 좌형 시 트랜치 소프트 샌드: 895,000원 | 마카다미아 소파 패브릭 3인 와이드 카우치 좌형 오션 리지 그레이 샌드: 895,000원 | 마카다미아 소파 패브릭 3인 와이드 카우치 우형 시 트랜치 소프트 샌드: 895,000원 | 마카다미아 소파 패브릭 3인 와이드 카우치 우형 오션 리지 그레이 샌드: 895,00",https://static.hyundailivart.co.kr/upload_mall/goods/P200184736/GM43544333_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200184736
P200196357,그란디오소 프리모 3시트 w2795 가죽소파(4인용),3090000,,리바트,소파,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),더유닛/모듈 소파 추가 연결 시 끝쪽 1.6만원 / 중간 일반형 2.2만원 / 리클라이너형 2.7만원 현장 작업비,"38,000원 (1인/오토만) ~ 76,000원 (4인 이상 소파)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),그래닛 브라운(웜 그레이) | 맹그로브 스내퍼블루(라이트 블루) | 선라이즈 버터옐로우(라이트 옐로우) | 스톤피시 브라운(오렌지 브라운) | 시 트렌치 소프트 샌드(아이보리) | 시베드 브라운(딥 베이지) | 일반형 | 전체 가죽형,"그란디오소 프리모 4인 가죽 소파 시트렌치소프트샌드: 3,090,000원 | 그란디오소 프리모 4인 가죽 소파 시베드브라운: 3,090,000원 | 그란디오소 프리모 4인 가죽 소파 그래닛브라운: 3,090,000원 | 그란디오소 프리모 4인 가죽 소파 스톤피시브라운: 3,090,000원 | 그란디오소 프리모 소파 천연가죽 4인 선라이즈 버터옐로우: 3,0",https://static.hyundailivart.co.kr/upload_mall/goods/P200196357/GM43863587_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200196357
P200187608,[클리어런스] 그래비티 2시트 w2080 가죽 소파(3인용),1340000970900,28,리바트,소파,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"문의 kel**** 2026.07.02 Q 지금 주문하면 도착하기까지 얼마나 걸리나요? 주문제작 상품인가요? A 안녕하세요~ 고객님 :) 저희 리바트를 찾아주셔서 감사합니다. 문의주신 제품의 배송희망일은 결제 단계시 지정하여,&nbsp; 배송 가능한 일정을 확인하실 수",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),더유닛/모듈 소파 추가 연결 시 끝쪽 1.6만원 / 중간 일반형 2.2만원 / 리클라이너형 2.7만원 현장 작업비,"38,000원 (1인/오토만) ~ 76,000원 (4인 이상 소파)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),샌디베이지(웜그레이) | 카멜,"그래비티 소파 천연가죽 3인 웜그레이: 1,022,000원 | 그래비티 소파 천연가죽 3인 카멜: 1,022,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P200187608/GM43635180_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200187608
P200089504,리르 3시트 w3000 가죽 소파 일반형(4인용),24580002237000,9,리바트,소파,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),더유닛/모듈 소파 추가 연결 시 끝쪽 1.6만원 / 중간 일반형 2.2만원 / 리클라이너형 2.7만원 현장 작업비,"38,000원 (1인/오토만) ~ 76,000원 (4인 이상 소파)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),스톤피시브라운 | 오션리지그레이샌드 | 윌러스그레이,"리르 소파 천연가죽 일반형 일반형 4인 오션리지그레이샌드: 2,237,000원 | 리르 소파 천연가죽 일반형 일반형 4인 스톤피시브라운: 2,237,000원 | 리르 소파 천연가죽 일반형 일반형 4인 월러스그레이: 2,237,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P200089504/GM41839529_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200089504
